report_id,crew_id,report_date,fatigue_level,samn_perelli_score,notes,category,created_at
5450,108,2026-04-13,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-13 17:12:33
5451,108,2026-04-17,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-18 00:07:41
5452,108,2026-04-20,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-04-20 15:00:00
5453,108,2026-04-21,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-21 23:12:30
5454,108,2026-04-24,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-24 22:30:00
5455,108,2026-04-29,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-04-29 17:38:24
5456,108,2026-05-01,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-01 17:45:49
5457,108,2026-05-05,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-05 21:15:51
5458,108,2026-05-08,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-05-09 01:10:44
5459,108,2026-05-11,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-05-11 13:00:00
5460,108,2026-05-14,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-14 13:41:07
5461,108,2026-05-18,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-18 16:19:56
5462,108,2026-05-22,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-05-22 20:40:06
5463,108,2026-05-27,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-05-27 11:54:06
5464,108,2026-05-28,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-28 12:29:47
5465,108,2026-05-31,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-31 22:11:33
5466,108,2026-06-06,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-06 22:25:22
5467,108,2026-06-06,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-06-06 11:00:00
5468,108,2026-06-07,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-06-07 10:00:00
5469,108,2026-06-14,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-14 10:45:07
5470,108,2026-06-15,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-15 10:42:33
5471,108,2026-06-20,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-20 11:15:00
5472,108,2026-06-21,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-06-22 00:43:42
5473,108,2026-06-25,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-06-25 03:21:27
5474,108,2026-07-02,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-07-02 18:30:01
5475,109,2026-01-12,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-12 03:07:34
5476,109,2026-01-14,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-14 01:18:14
5477,109,2026-01-17,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-01-17 04:21:34
5478,109,2026-01-24,Low,2,"Well rested, good sleep last night.",Layover,2026-01-24 08:00:00
5479,109,2026-01-29,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-01-29 22:27:23
5480,109,2026-02-01,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-01 23:44:37
5481,109,2026-02-06,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-06 04:43:36
5482,109,2026-02-07,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-02-07 22:30:36
5483,109,2026-02-10,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-02-10 15:00:00
5484,109,2026-02-14,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-14 06:37:48
5485,109,2026-02-20,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-02-20 00:17:41
5486,109,2026-02-28,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-28 23:44:13
5487,109,2026-03-02,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-03-03 00:59:26
5488,109,2026-03-06,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-03-06 20:13:53
5489,109,2026-03-11,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-11 11:03:14
5490,109,2026-03-15,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-03-15 08:00:00
5491,109,2026-03-19,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-03-19 21:12:47
5492,109,2026-03-23,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-23 23:15:33
5493,109,2026-03-25,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-25 23:20:48
5494,109,2026-03-26,Mild,3,Slightly tired but functioning normally.,Layover,2026-03-26 20:00:00
5495,109,2026-03-28,Low,2,Feeling fully alert and rested.,Post-Flight,2026-03-28 10:50:29
5496,109,2026-03-30,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-30 16:03:52
5497,109,2026-04-02,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-02 15:58:38
5498,109,2026-04-02,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-04-02 10:00:00
5499,109,2026-04-06,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-06 19:44:10
5500,109,2026-04-09,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-09 12:40:26
5501,109,2026-04-11,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-04-11 19:46:32
5502,109,2026-04-14,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-14 05:09:01
5503,109,2026-04-20,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-04-20 01:08:45
5504,109,2026-04-22,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-22 05:19:44
5505,109,2026-04-24,Mild,3,"Minor drowsiness, manageable.",Scheduled Check-in,2026-04-24 08:00:00
5506,109,2026-04-27,Low,1,"No fatigue concerns, ready for duty.",Post-Flight,2026-04-27 03:04:50
5507,109,2026-05-03,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-05-03 20:45:54
5508,109,2026-05-04,Moderate,4,Reduced alertness after multiple sectors.,Layover,2026-05-04 14:00:00
5509,109,2026-05-08,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-08 06:35:17
5510,109,2026-05-10,Low,2,Feeling fully alert and rested.,Layover,2026-05-10 17:00:00
5511,109,2026-05-12,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-12 14:08:13
5512,109,2026-05-18,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-05-18 04:56:06
5513,109,2026-05-20,Low,2,Feeling fully alert and rested.,Post-Flight,2026-05-20 23:07:56
5514,109,2026-05-28,Low,1,"Well rested, good sleep last night.",Pre-Flight,2026-05-28 06:29:12
5515,109,2026-05-30,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-30 13:35:50
5516,109,2026-06-05,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-05 01:55:30
5517,109,2026-06-07,Low,1,"No fatigue concerns, ready for duty.",Post-Flight,2026-06-07 05:29:39
5518,109,2026-06-09,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-09 04:37:13
5519,109,2026-06-12,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-12 05:00:27
5520,109,2026-06-17,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-17 23:48:38
5521,109,2026-06-18,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-06-18 19:00:00
5522,109,2026-06-20,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-20 09:31:41
5523,109,2026-06-23,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-23 22:18:52
5524,109,2026-06-27,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-27 18:08:38
5525,109,2026-07-01,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-07-01 15:46:52
5526,110,2026-01-09,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-09 21:30:07
5527,110,2026-01-12,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-01-12 19:31:04
5528,110,2026-01-15,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-15 08:00:13
5529,110,2026-01-17,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-01-17 16:17:53
5530,110,2026-01-22,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-01-22 19:00:00
5531,110,2026-01-26,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-26 02:48:08
5532,110,2026-01-29,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-01-30 00:33:35
5533,110,2026-01-31,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-31 18:29:11
5534,110,2026-02-03,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-03 10:48:11
5535,110,2026-02-06,Low,2,Feeling fully alert and rested.,Post-Flight,2026-02-06 02:44:26
5536,110,2026-02-10,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-10 07:23:48
5537,110,2026-02-10,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-02-10 10:00:00
5538,110,2026-02-11,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-11 21:30:47
5539,110,2026-02-17,Low,1,"Well rested, good sleep last night.",Layover,2026-02-17 13:00:00
5540,110,2026-02-21,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-02-21 20:42:36
5541,110,2026-02-26,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-26 11:31:25
5542,110,2026-03-01,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-03-01 07:59:01
5543,110,2026-03-02,Low,2,"Well rested, good sleep last night.",Layover,2026-03-02 09:00:00
5544,110,2026-03-05,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-05 14:56:34
5545,110,2026-03-07,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-03-07 17:47:22
5546,110,2026-03-11,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-11 11:52:02
5547,110,2026-03-15,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-03-15 23:47:49
5548,110,2026-03-20,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-20 01:39:25
5549,110,2026-03-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-03-21 14:12:30
5550,110,2026-03-26,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-03-26 04:17:53
5551,110,2026-03-27,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-27 21:15:51
5552,110,2026-03-31,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-03-31 17:54:15
5553,110,2026-04-04,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-04 21:30:27
5554,110,2026-04-20,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-04-20 02:28:24
5555,110,2026-04-21,Low,2,Feeling fully alert and rested.,Layover,2026-04-21 13:00:00
5556,110,2026-04-22,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-04-22 19:12:12
5557,110,2026-04-26,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-26 02:47:29
5558,110,2026-05-07,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-07 20:12:45
5559,110,2026-05-11,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-05-11 11:00:00
5560,110,2026-05-12,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-12 00:44:41
5561,110,2026-05-13,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-13 10:41:23
5562,110,2026-05-17,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-17 15:31:59
5563,110,2026-05-19,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-19 23:51:09
5564,110,2026-05-25,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-25 19:29:44
5565,110,2026-05-29,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-29 23:34:35
5566,110,2026-06-02,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-02 21:57:35
5567,110,2026-06-07,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-07 12:36:06
5568,110,2026-06-10,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-10 01:31:12
5569,110,2026-06-14,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-06-14 23:06:42
5570,110,2026-06-19,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-19 00:49:57
5571,110,2026-06-21,Mild,3,Slightly tired but functioning normally.,Layover,2026-06-21 11:00:00
5572,110,2026-06-23,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-23 02:43:14
5573,110,2026-06-26,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-26 14:25:54
5574,110,2026-06-28,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-06-28 20:01:59
5575,110,2026-06-28,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-06-28 13:00:00
5576,110,2026-07-01,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-07-01 11:00:00
5577,111,2026-01-09,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-01-09 07:50:53
5578,111,2026-01-18,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-01-18 02:12:53
5579,111,2026-01-19,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-20 00:05:29
5580,111,2026-01-21,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-01-21 19:43:42
5581,111,2026-01-23,Low,2,"Well rested, good sleep last night.",Layover,2026-01-23 07:00:00
5582,111,2026-01-25,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-01-25 22:20:32
5583,111,2026-01-31,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-31 20:21:56
5584,111,2026-02-03,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-03 18:19:55
5585,111,2026-02-08,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-02-08 12:51:00
5586,111,2026-02-14,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-14 07:41:30
5587,111,2026-02-21,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-21 01:18:38
5588,111,2026-02-24,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-24 02:48:49
5589,111,2026-02-25,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-26 00:30:25
5590,111,2026-03-02,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-03-02 10:00:00
5591,111,2026-03-10,Low,2,"Well rested, good sleep last night.",Layover,2026-03-10 07:00:00
5592,111,2026-03-11,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-11 08:51:03
5593,111,2026-03-18,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-03-18 01:07:09
5594,111,2026-03-25,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-25 19:22:35
5595,111,2026-03-28,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-28 11:16:29
5596,111,2026-04-01,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Pre-Flight,2026-04-01 07:48:57
5597,111,2026-04-01,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-04-01 16:00:00
5598,111,2026-04-06,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-06 14:42:33
5599,111,2026-04-11,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-04-11 06:17:51
5600,111,2026-04-12,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-04-13 01:09:27
5601,111,2026-04-15,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-15 12:51:28
5602,111,2026-04-15,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-04-15 16:00:00
5603,111,2026-04-17,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-17 18:48:13
5604,111,2026-04-19,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-04-19 10:00:00
5605,111,2026-04-20,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Pre-Flight,2026-04-20 02:48:25
5606,111,2026-04-22,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-22 16:05:05
5607,111,2026-04-26,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-04-26 10:21:42
5608,111,2026-04-28,Severe,7,"Fighting to stay awake, flagged to scheduling.",Post-Flight,2026-04-28 05:07:50
5609,111,2026-05-01,Severe,7,"Extreme fatigue, difficulty functioning safely.",Pre-Flight,2026-05-01 22:03:54
5610,111,2026-05-03,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-03 23:27:13
5611,111,2026-05-11,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-12 01:14:59
5612,111,2026-05-13,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-14 00:18:32
5613,111,2026-05-21,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-05-21 03:51:13
5614,111,2026-05-23,Low,2,Feeling fully alert and rested.,Post-Flight,2026-05-23 13:48:18
5615,111,2026-05-24,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-05-24 15:00:00
5616,111,2026-05-26,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-26 19:45:49
5617,111,2026-05-26,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-05-26 07:00:00
5618,111,2026-05-31,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-05-31 01:02:50
5619,111,2026-06-02,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-02 01:12:44
5620,111,2026-06-09,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-09 13:27:09
5621,111,2026-06-11,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-11 16:19:58
5622,111,2026-06-14,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-14 06:15:42
5623,111,2026-06-16,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-16 20:15:40
5624,111,2026-06-16,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-06-16 08:00:00
5625,111,2026-06-19,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-06-19 07:06:58
5626,111,2026-06-20,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-20 16:35:24
5627,111,2026-06-22,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-22 21:15:58
5628,111,2026-06-27,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-06-27 21:15:27
5629,112,2026-01-08,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-08 12:22:10
5630,112,2026-01-11,Low,2,"Well rested, good sleep last night.",Layover,2026-01-11 20:00:00
5631,112,2026-01-13,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-13 11:20:29
5632,112,2026-01-16,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-16 08:10:37
5633,112,2026-01-22,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-01-22 07:00:00
5634,112,2026-01-28,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-01-28 20:03:49
5635,112,2026-01-31,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-31 13:00:04
5636,112,2026-02-03,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-03 21:34:11
5637,112,2026-02-05,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-02-05 22:35:25
5638,112,2026-02-10,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-10 13:20:51
5639,112,2026-02-11,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-11 22:06:10
5640,112,2026-02-13,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-13 22:09:41
5641,112,2026-02-18,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-18 03:16:32
5642,112,2026-02-21,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-21 08:38:47
5643,112,2026-02-23,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-23 10:28:01
5644,112,2026-02-25,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-02-25 04:05:48
5645,112,2026-02-28,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-28 15:04:55
5646,112,2026-02-28,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-02-28 09:00:00
5647,112,2026-03-04,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-04 04:25:17
5648,112,2026-03-10,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-10 21:01:45
5649,112,2026-03-15,Severe,7,"Extreme fatigue, difficulty functioning safely.",Pre-Flight,2026-03-15 01:26:02
5650,112,2026-03-17,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-03-17 03:13:07
5651,112,2026-03-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-21 02:39:53
5652,112,2026-03-25,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-25 03:47:40
5653,112,2026-03-31,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-31 11:42:26
5654,112,2026-04-01,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-01 23:04:50
5655,112,2026-04-04,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-04-04 15:00:00
5656,112,2026-04-08,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-08 04:28:44
5657,112,2026-04-11,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-04-11 03:54:30
5658,112,2026-04-13,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-04-13 02:25:04
5659,112,2026-04-13,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-04-13 14:00:00
5660,112,2026-04-16,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-16 22:46:37
5661,112,2026-04-18,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-18 23:31:17
5662,112,2026-04-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-21 14:54:24
5663,112,2026-04-28,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-28 03:51:32
5664,112,2026-04-29,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-04-29 10:03:35
5665,112,2026-05-09,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-05-09 09:00:00
5666,112,2026-05-11,Low,2,Feeling fully alert and rested.,Layover,2026-05-11 14:00:00
5667,112,2026-05-22,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Post-Flight,2026-05-22 01:46:09
5668,112,2026-05-25,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-25 22:51:46
5669,112,2026-05-27,Mild,3,A bit sluggish after early report time.,Layover,2026-05-27 09:00:00
5670,112,2026-05-30,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-05-30 23:15:53
5671,112,2026-06-01,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-06-01 17:00:00
5672,112,2026-06-02,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-02 15:44:54
5673,112,2026-06-04,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-04 11:01:38
5674,112,2026-06-11,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-11 21:58:08
5675,112,2026-06-15,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-15 23:29:20
5676,112,2026-06-19,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-06-19 04:31:35
5677,112,2026-06-21,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-06-21 10:39:47
5678,112,2026-06-24,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-06-24 21:52:52
5679,112,2026-06-29,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-29 03:52:08
5680,112,2026-07-02,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-07-02 03:08:43
5681,113,2026-01-09,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-09 00:43:19
5682,113,2026-01-12,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-12 03:01:59
5683,113,2026-01-18,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-01-18 14:00:48
5684,113,2026-01-21,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-01-21 10:30:19
5685,113,2026-01-27,Severe,7,"Extreme fatigue, difficulty functioning safely.",Post-Flight,2026-01-27 22:31:48
5686,113,2026-02-05,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-05 03:18:20
5687,113,2026-02-09,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-09 04:58:25
5688,113,2026-02-16,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-16 20:47:15
5689,113,2026-02-21,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-21 05:10:02
5690,113,2026-02-23,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-23 05:04:04
5691,113,2026-02-25,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-25 12:12:42
5692,113,2026-02-28,Moderate,4,"Noticeable fatigue, functioning with some effort.",Layover,2026-02-28 17:00:00
5693,113,2026-03-01,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-01 08:10:00
5694,113,2026-03-03,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-03-03 23:52:09
5695,113,2026-03-06,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-06 23:40:00
5696,113,2026-03-08,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-03-08 22:46:46
5697,113,2026-03-12,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-12 02:08:37
5698,113,2026-03-15,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-03-16 00:20:03
5699,113,2026-03-20,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-20 01:31:53
5700,113,2026-03-24,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-03-24 07:00:00
5701,113,2026-03-30,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-30 02:47:02
5702,113,2026-03-31,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-03-31 11:00:00
5703,113,2026-04-01,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-04-01 19:00:00
5704,113,2026-04-02,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-02 18:33:42
5705,113,2026-04-10,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-11 01:08:05
5706,113,2026-04-16,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-16 22:55:54
5707,113,2026-04-21,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-21 06:01:21
5708,113,2026-04-22,Mild,3,A bit sluggish after early report time.,Layover,2026-04-22 17:00:00
